id,lot_frontage,lot_area,mas_vnr_area,bsmtfin_sf_1,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,pool_area,misc_val,age_year_sold,remod_age_sold,garage,lot_shape_IR2,lot_shape_IR3,lot_shape_Reg,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,bsmt_qual_Fa,bsmt_qual_Gd,bsmt_qual_NA,bsmt_qual_Po,bsmt_qual_TA,bsmt_exposure_Gd,bsmt_exposure_Mn,bsmt_exposure_NA,bsmt_exposure_No,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,garage_type_NA
1044,-1.1151600029150324,-1.243940216600457,0.7652731380372017,-0.11946847957664243,-1.0596455109592415,-1.2771767981873579,-1.7194086031207674,0.41044250327545534,-0.10797703168802328,-1.0239929040267692,-0.817493609221422,-0.2519938303122655,-1.0512320477524484,1.2556113782344491,-1.0206605134498685,-0.2045682017051497,-1.5616203187259874,-0.9257012731810796,-0.7301209610710309,-0.7126646509056132,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,0.030881452315274602,0.6382975864509096,-0.9798521059812186,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2752,0.18278657617099364,-0.38232716975194014,-0.565901341922578,-0.10645562665999278,0.5563958915175786,0.3346567381189749,0.10978154751290431,-0.7738591224212686,-0.10797703168802328,-0.5822807357407311,-0.817493609221422,-0.2519938303122655,0.7697788728052137,-0.740713378942958,-1.0206605134498685,-0.2045682017051497,-0.27944126600100755,-0.9257012731810796,0.08688474718735874,0.15649703357372255,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,-1.1610489779777846,-1.0746868424804816,0.37275141469707607,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
807,1.8731356093993063,2.423255809242404,-0.565901341922578,-0.9587974927005453,-1.275417381109137,-2.350991416167991,0.3116232193069646,0.9367987813628882,-0.10797703168802328,1.0326669202552816,-0.817493609221422,-0.2519938303122655,-1.0512320477524484,-0.740713378942958,1.3994258600595888,-0.2045682017051497,0.3616482603614824,0.6408113599001038,-0.7301209610710309,-0.7126646509056132,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,3.076925885286426,-1.0271039416768317,0.22125982038110706,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1177,-1.0246055904206584,-1.100783090187093,2.050545049722506,0.8044440775054832,-0.9450167049421097,-0.21670149223132928,-0.5108815932538312,0.7417649818929912,-0.10797703168802328,0.21519960428700288,1.096523962140606,-0.2519938303122655,0.7697788728052137,1.2556113782344491,0.1893826733048602,-0.2045682017051497,0.3616482603614824,-0.9257012731810796,0.5848691788877105,-0.7126646509056132,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,-0.8961755490237715,-0.7416065368549333,-0.03844005558912553,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1480,0.48463461781890665,-0.06500790198179938,-0.565901341922578,-0.9067460810339467,1.707179198983687,0.6525770080387068,0.4958037448190447,-0.7738591224212686,-0.10797703168802328,-0.27648000385039706,-0.817493609221422,-0.2519938303122655,0.7697788728052137,-0.740713378942958,0.1893826733048602,-0.2045682017051497,-0.27944126600100755,-0.9257012731810796,-0.7301209610710309,0.036612663300710745,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,-1.1610489779777846,-1.0746868424804816,0.3132368597872311,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
324,1.0581458969499413,0.007238233316965719,-0.565901341922578,-0.9587974927005453,1.9386844346653456,0.8282112830293278,0.6698921867414217,-0.7738591224212686,-0.10797703168802328,-0.13856986986063854,-0.817493609221422,-0.2519938303122655,0.7697788728052137,-0.740713378942958,0.1893826733048602,-0.2045682017051497,0.3616482603614824,-0.9257012731810796,-0.7301209610710309,-0.7126646509056132,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,-0.9955030848815265,-0.8843552392658826,0.3511097583662234,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1311,-0.7227575487727453,-0.8150622347755496,-0.565901341922578,-0.9587974927005453,0.12709977486518276,-0.9637029656091607,-1.3636626565837362,0.9180003428597656,-0.10797703168802328,-0.3104578629493231,-0.817493609221422,-0.2519938303122655,-1.0512320477524484,-0.740713378942958,1.3994258600595888,-0.2045682017051497,0.3616482603614824,-0.9257012731810796,-0.7301209610710309,-0.7126646509056132,1.2272680501703586,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,1.8518862763741153,1.6375385033275542,0.7447173828836071,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
770,0.6657434428076544,-0.18531922791054373,-0.565901341922578,0.4530970487559425,-0.21903426683360766,0.14123671376221497,-0.1097212705631363,-0.7738591224212686,-0.10797703168802328,-0.7561674264234701,1.096523962140606,-0.2519938303122655,-1.0512320477524484,-0.740713378942958,0.1893826733048602,-0.2045682017051497,-0.9205307923634976,-0.9257012731810796,-0.7301209610710309,0.48617905182450505,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,0.32886405988853945,1.0665436936837573,-0.03844005558912553,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2063,0.39408020532453275,-0.2771474779104115,0.28329617115521255,-0.9587974927005453,0.2080142261713935,-0.8836670934615359,0.3040541566146874,-0.7738591224212686,-0.10797703168802328,-0.42838102099853687,-0.817493609221422,-0.2519938303122655,-1.0512320477524484,1.2556113782344491,0.1893826733048602,-0.2045682017051497,0.3616482603614824,0.6408113599001038,0.3436579697828526,-0.7126646509056132,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,-0.20088279801948694,0.30521728082536137,0.09140988239599077,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
69,0.42426500948932405,-0.21142871417868062,-0.565901341922578,-0.9067460810339467,0.369843128783815,-0.6702381010678699,-1.0104397309441304,1.0660380460718561,-0.10797703168802328,0.09527774864373459,-0.817493609221422,-0.2519938303122655,0.7697788728052137,1.2556113782344491,0.1893826733048602,-0.2045682017051497,0.3616482603614824,-0.9257012731810796,0.5848691788877105,-0.03831506811992164,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,-1.1610489779777846,-1.0746868424804816,0.3240576879526575,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2062,1.5411027635866021,-0.1989673684597971,-0.565901341922578,0.10825644646472656,-0.3718726748564502,-0.36343392450197476,-0.6824470142787825,-0.7738591224212686,-0.10797703168802328,-1.2098717802738352,-0.817493609221422,-0.2519938303122655,-1.0512320477524484,-0.740713378942958,0.1893826733048602,-0.2045682017051497,-0.9205307923634976,0.6408113599001038,-0.7301209610710309,-0.7126646509056132,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,0.0970998095537779,0.7334633880582092,-0.1195962668298232,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
351,-0.5416487237839975,-0.6529163910762678,-0.565901341922578,1.5526831202128386,-0.50448247005274,0.98605980865381,1.2476639722519194,-0.7738591224212686,-0.10797703168802328,0.31913187917783536,1.096523962140606,-0.2519938303122655,0.7697788728052137,-0.740713378942958,-1.0206605134498685,-0.2045682017051497,-0.9205307923634976,0.6408113599001038,0.9194524689363843,0.17148257985784904,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,-0.8961755490237715,-0.6940236360512835,0.012958878196649676,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2393,1.3599939385978543,0.4156440043179931,-0.565901341922578,-0.9587974927005453,1.4419596085911075,0.33687995678974225,0.11230456841033006,1.6793371022362311,-0.10797703168802328,1.5063582500461914,-0.817493609221422,-0.2519938303122655,0.7697788728052137,1.2556113782344491,0.1893826733048602,-0.2045682017051497,1.0027377867239724,0.6408113599001038,1.1606636780412423,1.4152829214403468,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,-1.1610489779777846,-1.1222697432841313,0.2185546133397505,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,-1.7490408903756496,-0.3093392876841939,-0.565901341922578,1.0690387534773595,-0.7517210712661617,0.24572799128828068,0.05679810866696347,-0.7738591224212686,-0.10797703168802328,-0.624253385215875,1.096523962140606,-0.2519938303122655,0.7697788728052137,-0.740713378942958,0.1893826733048602,-0.2045682017051497,-0.27944126600100755,-0.9257012731810796,3.0281052969175613,-0.3979681789389571,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,0.782245744555782,-0.5981929414505067,-0.979521040873182,-0.20075247807052088,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2339,1.2694395261034805,3.64713797806132,-0.565901341922578,1.3314646206297944,-1.275417381109137,-0.0032724998376631427,-0.2737176288958103,-0.7738591224212686,-0.10797703168802328,-0.8860827700370107,1.096523962140606,-0.2519938303122655,-1.0512320477524484,-0.740713378942958,0.1893826733048602,-0.2045682017051497,-0.9205307923634976,-0.9257012731810796,1.3240648196929201,-0.7126646509056132,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,0.4944099529847977,1.3044581977020062,0.21043899221568071,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
624,1.0279610927851501,0.07533058670943632,-0.5486878788196498,1.8866796784068465,-0.9585024468264781,0.879345312456977,0.7279216673822141,-0.7738591224212686,-0.10797703168802328,-0.0925998251973857,1.096523962140606,-0.2519938303122655,0.7697788728052137,-0.740713378942958,0.1893826733048602,-0.2045682017051497,-0.27944126600100755,0.6408113599001038,-0.7301209610710309,0.021627117016584266,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,0.39508241712704273,1.161709495291057,0.09682029647870395,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
86,0.21297138033578494,-0.23961509139996473,-0.565901341922578,0.24055378445066475,-0.7719496840927145,-0.36343392450197476,-0.6824470142787825,-0.7738591224212686,-0.10797703168802328,-1.2098717802738352,1.096523962140606,-0.2519938303122655,-1.0512320477524484,-0.740713378942958,0.1893826733048602,-0.2045682017051497,-0.9205307923634976,0.6408113599001038,2.506777844981255,1.4452540140085997,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,0.2957548812692878,-1.0746868424804816,-0.8824646524923815,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1534,-1.7490408903756496,0.24252030843779004,-0.565901341922578,0.35550065188107005,-0.5202158355845032,-0.25671942830514166,0.2535937386661723,0.8075595166539203,-0.10797703168802328,0.8767685079190328,-0.817493609221422,-0.2519938303122655,0.7697788728052137,-0.740713378942958,1.3994258600595888,-0.2045682017051497,0.3616482603614824,0.6408113599001038,-0.7301209610710309,-0.11324279954055402,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,1.1565935253698305,-0.5036920328366845,-1.0123145904774977,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2243,0.5148194219836979,-0.26928496215921116,-0.565901341922578,-0.9587974927005453,0.8755584494476322,-0.22337114824363133,-0.3292240886391769,1.4749040835147726,-0.10797703168802328,0.9826994804039199,-0.817493609221422,-0.2519938303122655,0.7697788728052137,-0.740713378942958,1.3994258600595888,4.563265681218275,1.6438273130864625,-0.9257012731810796,-0.7301209610710309,-0.7126646509056132,1.845681543595223,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,2.514069848759148,-1.0746868424804816,-1.3369394354402884,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1957,0.06204735951182843,-0.29687794196531037,-0.565901341922578,-0.9587974927005453,0.23498570994013043,-0.8569884694123276,-1.2425576535073,-0.18170830957290662,-0.10797703168802328,-1.149910852452201,-0.817493609221422,-0.2519938303122655,-1.0512320477524484,-0.740713378942958,0.1893826733048602,-0.2045682017051497,-0.27944126600100755,0.6408113599001038,-0.7301209610710309,-0.7126646509056132,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,3.398886044305231,0.7261742033195592,-1.0746868424804816,0.22125982038110706,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
380,0.6657434428076544,-0.06901333453429766,-0.565901341922578,1.4355674439629917,1.916208198191398,3.2604125088488147,3.4300770485251966,-0.7738591224212686,-0.10797703168802328,2.048005298034953,1.096523962140606,-0.2519938303122655,0.7697788728052137,1.2556113782344491,1.3994258600595888,-0.2045682017051497,1.6438273130864625,0.6408113599001038,2.958076236209699,1.0856009031895641,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,-0.2671011552579902,0.21005147921806186,0.12928278097498302,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2860,-1.7490408903756496,0.20320772968178852,-0.565901341922578,-0.9587974927005453,0.5047005476274996,-0.590202228920245,-0.9397951458162094,0.9297493669242173,-0.10797703168802328,0.035316820822100456,-0.817493609221422,-0.2519938303122655,-1.0512320477524484,-0.740713378942958,0.1893826733048602,-0.2045682017051497,0.3616482603614824,2.207323992981287,-0.7301209610710309,-0.7126646509056132,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,1.3552485970853405,1.5423727017202549,-0.25485661889765265,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2517,-0.8434967654319105,-0.0765791515779055,-0.565901341922578,-0.011028038604561958,-1.275417381109137,0.9704972779584385,0.83136552417667,-0.7738591224212686,-0.10797703168802328,-0.010653223841152385,1.096523962140606,-0.2519938303122655,-1.0512320477524484,1.2556113782344491,-1.0206605134498685,-0.2045682017051497,-0.27944126600100755,0.6408113599001038,-0.7301209610710309,-0.26309826238181877,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,-0.8299571917852683,-0.6464407352476338,-0.035734848547768934,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1933,0.06204735951182843,0.13125829309061587,-0.565901341922578,-0.002352803326795521,-0.13587219188000219,-0.24338011628053755,-0.5462038858177918,-0.7738591224212686,-0.10797703168802328,-1.1019421101948936,-0.817493609221422,-0.2519938303122655,-1.0512320477524484,-0.740713378942958,-1.0206605134498685,-0.2045682017051497,-0.9205307923634976,-0.9257012731810796,-0.7301209610710309,0.006641570732457789,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,0.6268466674618043,1.4947898009166052,-0.2278045484840868,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
820,0.6355586386428631,0.08482494535239518,1.3620065256053788,1.8346282667402478,-0.33815832014552905,1.4395964174903506,1.396522205200039,-0.7738591224212686,-0.10797703168802328,0.4370550372270492,1.096523962140606,-0.2519938303122655,0.7697788728052137,-0.740713378942958,0.1893826733048602,-0.2045682017051497,0.3616482603614824,0.6408113599001038,0.8883284419551123,-0.05330061440404812,-0.3772642570941544,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,-1.127939799358533,-1.0746868424804816,2.0148120888005256,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
675,0.6657434428076544,-0.158022946812037,-0.09540001710920755,-0.9587974927005453,-0.915797597525978,-1.9952764288452136,-0.056737831717195465,-0.7738591224212686,-0.10797703168802328,-0.7141947769483262,-0.817493609221422,-0.2519938303122655,-1.0512320477524484,-0.740713378942958,-1.0206605134498685,-0.2045682017051497,-0.9205307923634976,0.6408113599001038,-0.7301209610710309,-0.29306935495007175,0.6924239477488543,-0.10273842098272254,-0.06348005083768206,-0.08996768869403445,0.4944099529847977,1.3044581977020062,-0.8175396834998233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
